Latitude,Longitude,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlySpend,NumServices,ChargesPerService,ChurnValue
37.277592,-121.986477,0,1,1,1,64,1,1,0,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.4,1548.65,24.19765625,2,8.133333333333333,0
39.756049,-123.358701,1,0,1,1,19,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,20.15,387.7,20.405263157894737,1,10.075,0
32.886925,-117.152162,0,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),105.75,7382.85,103.98380281690142,6,15.107142857142858,0
36.527243,-118.594938,0,0,1,0,45,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.4,3775.85,83.90777777777778,3,20.35,0
33.570023,-117.773669,0,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,0,One year,1,Bank transfer (automatic),101.9,5265.5,105.31,6,14.557142857142859,0
33.787165,-117.931889,1,0,1,0,68,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,118.6,7990.05,117.50073529411765,8,13.177777777777777,0
34.422519,-118.420717,0,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,69.65,1,34.825,1
34.049841,-118.33846,1,1,0,0,12,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.3,1094.5,91.20833333333333,4,18.259999999999998,1
32.782501,-117.01611,1,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.65,2989.6,90.5939393939394,4,18.130000000000003,0
38.050558,-121.646924,1,1,1,1,32,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Mailed check,91.35,2896.55,90.5171875,4,18.27,0
38.240769,-122.901041,0,0,1,1,71,1,0,0,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.6,1387.45,19.541549295774647,1,9.8,0
34.14649,-117.849815,1,1,1,0,17,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.55,1614.7,94.98235294117647,4,18.509999999999998,0
38.41935,-120.469545,0,0,1,1,19,1,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),48.95,955.6,50.294736842105266,2,16.316666666666666,0
38.787446,-122.58675,0,1,1,0,54,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.0,3919.15,72.57685185185186,2,24.666666666666668,0
34.130992,-118.894673,1,0,1,0,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,60.30614035087719,5,9.791666666666666,0
38.715498,-121.363411,0,0,1,1,68,1,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),82.85,5776.45,84.94779411764705,6,11.835714285714285,0
33.88151,-118.234451,1,0,1,1,53,0,0,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),48.7,2495.2,47.079245283018864,4,9.74,0
33.001813,-117.263628,1,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),107.4,5121.3,106.69375000000001,6,15.342857142857143,1
41.280478,-121.160249,0,0,1,1,36,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,53.65,1939.35,53.87083333333333,3,13.4125,0
32.673483,-116.472863,0,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,57.74857142857143,4,12.24,0
38.912881,-121.082766,1,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,64.52014925373135,5,10.941666666666668,0
34.557711,-118.029441,0,0,0,0,53,0,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,48.053773584905656,3,11.575,0
38.809804,-122.241383,1,0,1,1,22,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.8,1615.1,73.41363636363636,2,25.266666666666666,0
33.914775,-118.348083,0,1,0,0,30,1,0,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,74.75,2111.3,70.37666666666668,5,12.458333333333334,0
38.377165,-123.037957,1,0,0,0,50,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Mailed check,100.2,5038.45,100.76899999999999,5,16.7,0
33.807864,-117.923782,0,0,1,1,45,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,20.35,929.2,20.64888888888889,1,10.175,0
41.212695,-122.392067,1,0,0,0,29,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),25.1,712.85,24.58103448275862,0,25.1,1
34.55082,-117.122396,0,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.4,518.9,43.24166666666667,1,22.7,1
34.066367,-118.309868,0,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.85,108.7,36.233333333333334,2,12.283333333333333,1
37.648647,-119.231447,0,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),35.25,35.25,35.25,1,17.625,1
38.112166,-122.634384,0,0,1,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,92.775,3,22.3875,1
33.674583,-114.71612,1,0,1,0,27,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,76.1,2093.4,77.53333333333333,2,25.366666666666664,0
33.762759,-116.324817,1,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.45,4874.7,88.63090909090909,4,17.09,1
35.809921,-119.127437,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.9,19.9,19.9,1,9.95,1
38.608405,-121.449942,0,0,0,0,4,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.8,332.45,83.1125,3,20.2,1
34.172071,-118.946262,1,0,1,1,55,1,1,0,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.65,1388.0,25.236363636363638,2,8.549999999999999,0
33.798266,-118.300237,0,0,1,1,8,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,54.4,475.1,59.3875,2,18.133333333333333,0
34.278697,-119.167798,0,0,0,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.95,7711.25,110.16071428571429,8,12.772222222222222,0
34.238802,-118.482296,1,0,1,0,64,0,0,DSL,1,0,1,1,0,1,Two year,0,Electronic check,47.85,3147.5,49.1796875,4,9.57,1
39.637471,-120.226338,0,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,75.9,866.4,78.76363636363637,2,25.3,0
34.084747,-117.886844,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,48.55,2,16.183333333333334,1
34.1678,-116.86433,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.75,69.75,69.75,1,34.875,1
34.255203,-117.175654,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,79.95,79.95,2,26.650000000000002,1
34.130861,-118.68346,0,0,1,1,66,1,1,0,0,0,0,0,0,0,One year,1,Credit card (automatic),25.7,1714.55,25.9780303030303,2,8.566666666666666,0
40.363446,-123.835041,0,0,0,0,13,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.55,610.75,46.98076923076923,2,16.849999999999998,0
37.982716,-120.343732,1,0,1,0,72,1,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.65,1830.05,25.41736111111111,2,8.216666666666667,0
37.862128,-122.075197,0,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.6,4566.5,63.423611111111114,6,9.37142857142857,0
41.764869,-122.671316,1,0,1,1,52,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),85.8,4433.3,85.25576923076923,4,17.16,0
38.471049,-123.015549,1,0,1,0,26,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Credit card (automatic),85.9,2196.45,84.47884615384615,3,21.475,0
38.834469,-122.127193,0,0,0,1,33,0,0,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),34.05,1113.95,33.75606060606061,2,11.35,0
41.486953,-120.913975,1,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.6,1115.2,85.78461538461539,3,21.15,1
33.655421,-117.391751,1,0,0,0,13,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,31.05,347.25,26.71153846153846,1,15.525,1
36.757345,-119.818274,0,0,0,0,27,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,20.3,595.05,22.038888888888888,1,10.15,0
38.085839,-120.37855,0,0,1,0,66,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),91.7,6075.9,92.0590909090909,8,10.18888888888889,0
37.394411,-120.127262,0,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.0,8175.9,115.15352112676055,8,12.666666666666666,0
34.153338,-118.262974,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.3,45.3,45.3,1,22.65,0
38.626128,-121.328011,1,0,0,0,60,0,0,DSL,1,0,1,0,0,1,One year,1,Electronic check,44.45,2773.9,46.23166666666667,3,11.1125,0
32.909873,-116.906774,0,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.5,609.9,76.2375,2,24.833333333333332,1
38.574856,-121.46504,1,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),94.45,5073.1,92.23818181818183,5,15.741666666666667,0
38.815515,-120.916997,0,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.6,7690.9,108.3225352112676,7,13.575,1
37.556094,-122.272437,1,0,1,1,39,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Mailed check,59.85,2341.5,60.03846153846154,3,14.9625,0
35.957019,-119.330928,1,1,1,0,26,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),85.7,2067.0,79.5,3,21.425,0
34.245289,-117.642503,0,0,1,0,53,0,0,DSL,0,1,1,1,1,1,One year,1,Electronic check,60.45,3184.25,60.08018867924528,5,10.075000000000001,1
38.931425,-121.946081,1,0,1,0,5,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Mailed check,99.15,465.05,93.01,5,16.525000000000002,1
33.3249,-114.758334,0,0,0,0,72,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,104.95,7544.3,104.78194444444445,6,14.992857142857144,0
36.657462,-119.595293,1,0,1,1,27,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Mailed check,74.4,1972.35,73.05,2,24.8,0
36.785618,-120.625382,0,0,1,1,11,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.65,683.25,62.11363636363637,3,14.9125,0
33.848733,-117.788357,1,1,1,0,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Bank transfer (automatic),106.85,7677.4,106.63055555555555,6,15.264285714285714,0
33.944624,-118.192615,1,0,1,0,41,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),104.45,4162.05,101.51341463414634,6,14.921428571428573,0
33.885811,-118.206459,1,0,0,0,36,1,1,DSL,0,1,0,1,0,1,One year,1,Mailed check,70.7,2511.95,69.77638888888889,5,11.783333333333333,0
33.362575,-117.299644,1,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,80.00454545454545,3,20.725,0
33.906496,-116.569499,0,0,0,1,62,1,0,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.0,1250.1,20.16290322580645,1,10.0,0
40.692523,-122.369876,1,0,0,0,20,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),24.9,505.95,25.2975,0,24.9,0
33.79499,-118.065591,1,0,0,0,55,1,0,DSL,0,0,0,0,0,0,One year,0,Bank transfer (automatic),45.05,2462.6,44.77454545454545,1,22.525,0
38.42528,-119.475741,1,0,1,1,45,0,0,DSL,0,1,1,1,0,1,One year,0,Bank transfer (automatic),51.0,2264.5,50.32222222222222,4,10.2,0
37.648647,-119.231447,1,0,1,1,71,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.0,7661.8,107.91267605633803,7,13.625,0
34.188339,-118.300942,1,1,0,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,36.45,36.45,36.45,1,18.225,1
35.073777,-118.652112,1,0,1,1,29,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,26.1,692.55,23.88103448275862,2,8.700000000000001,0
37.704384,-122.126703,0,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.0,492.1,49.21,1,23.0,0
37.306612,-122.080621,0,0,0,0,11,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,208.0,18.90909090909091,1,10.125,0
38.626128,-121.328011,1,0,0,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.35,1639.3,91.07222222222222,4,17.669999999999998,1
34.667815,-117.536183,1,1,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),108.1,7774.05,107.97291666666666,7,13.5125,0
39.672813,-120.456699,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,43.8,43.8,43.8,1,21.9,0
33.657433,-117.04254,1,1,0,0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706.3,101.89821428571429,6,14.271428571428572,0
39.031876,-120.811141,0,0,0,0,23,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Mailed check,95.3,2192.9,95.34347826086957,4,19.06,0
33.840524,-118.148403,0,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.7,1687.95,93.775,4,18.94,1
35.059695,-120.604741,1,1,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),91.7,2758.15,91.93833333333333,5,15.283333333333333,1
34.17051,-118.289463,0,0,1,0,61,1,0,0,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,1252.0,20.524590163934427,1,10.275,0
34.139402,-118.128658,0,0,0,0,42,1,1,0,0,0,0,0,0,0,One year,0,Electronic check,25.05,949.85,22.61547619047619,2,8.35,0
32.697098,-117.116587,1,0,1,0,50,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.4,4116.15,82.323,3,21.1,1
34.153733,-118.593408,0,0,0,0,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.3,2272.8,84.17777777777779,3,20.325,0
39.600599,-120.636358,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.85,70.85,70.85,1,35.425,1
37.419725,-122.062947,1,1,0,0,45,1,1,DSL,1,0,0,1,0,1,Month-to-month,1,Electronic check,70.05,3062.45,68.05444444444444,5,11.674999999999999,0
35.383937,-119.020428,0,1,1,0,70,1,0,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),105.35,7511.9,107.31285714285714,6,15.049999999999999,0
38.554383,-122.474773,0,0,0,0,18,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),33.5,600.0,33.333333333333336,2,11.166666666666666,1
34.845861,-118.885163,1,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.75,238.1,79.36666666666666,2,24.916666666666668,0
40.692523,-122.369876,1,0,1,1,39,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),81.5,3107.3,79.67435897435898,3,20.375,0
33.653338,-117.178271,1,0,1,1,52,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1031.7,19.840384615384615,1,9.675,0
37.343827,-121.883119,1,0,0,0,4,1,0,Fiber optic,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),94.4,387.2,96.8,5,15.733333333333334,1
34.031529,-118.491156,0,0,1,0,68,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,7611.85,111.93897058823529,7,13.75,1
34.051809,-118.383843,1,0,1,0,26,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,19.2,459.6,17.676923076923078,1,9.6,0
32.578103,-117.012975,0,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.65,50.65,50.65,2,16.883333333333333,1
34.028735,-118.317236,1,0,0,0,52,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,20.65,1022.95,19.672115384615385,1,10.325,0
37.333851,-121.891147,1,0,0,1,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.55,480.6,40.050000000000004,1,22.275,1
38.683605,-120.811852,1,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71.0,2080.1,71.72758620689655,4,14.2,0
38.460517,-122.790335,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.7,79.7,79.7,2,26.566666666666666,1
33.290907,-117.202895,0,0,0,0,24,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.55,1210.4,50.43333333333334,2,16.516666666666666,1
38.984756,-121.345074,1,0,1,1,65,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,90.45,5957.9,91.66,8,10.05,0
39.061227,-120.179546,0,0,0,0,5,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,51.0,305.95,61.19,3,12.75,1
38.671295,-121.388251,1,0,1,1,35,1,0,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,730.4,20.86857142857143,1,9.85,0
39.904002,-121.527823,0,0,0,0,37,1,1,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),90.6,3358.65,90.77432432432433,8,10.066666666666666,0
33.783047,-118.1486,1,0,0,0,36,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,53.1,1901.25,52.8125,5,8.85,0
40.271535,-121.018087,0,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,340.85,85.2125,2,27.0,1
38.107441,-120.230625,1,0,1,1,70,1,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.7,1685.9,24.084285714285716,2,8.233333333333333,0
41.269521,-123.546958,1,0,0,0,2,1,0,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),18.75,53.15,26.575,1,9.375,0
33.990646,-117.663025,0,1,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,68.35,2,25.116666666666664,0
33.976678,-118.065875,0,0,1,0,71,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),93.25,6669.45,93.93591549295775,5,15.541666666666666,0
35.634488,-120.293534,1,1,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.85,6697.35,93.01875000000001,8,9.983333333333333,0
34.238208,-118.55029,1,1,1,0,47,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),67.45,3252.0,69.19148936170212,5,11.241666666666667,0
41.042003,-120.506086,0,0,1,0,55,1,0,DSL,1,1,1,0,0,0,Two year,0,Electronic check,58.6,3068.6,55.79272727272727,4,11.72,0
34.044639,-118.240413,0,0,1,0,51,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.65,4812.75,94.36764705882354,4,18.93,1
38.166791,-121.14207,0,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,118.2,8547.15,118.71041666666666,8,13.133333333333333,0
34.037037,-118.705803,0,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.45,8100.55,112.50763888888889,8,12.716666666666667,0
38.983388,-120.988814,0,0,1,1,38,1,0,DSL,1,1,1,1,1,0,One year,0,Electronic check,74.05,2802.3,73.74473684210527,6,10.578571428571427,0
33.988572,-118.186565,0,0,1,1,8,1,1,DSL,1,1,0,1,0,1,Two year,1,Credit card (automatic),76.15,645.8,80.725,6,10.87857142857143,0
38.830739,-122.196202,1,1,0,0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),88.3,2467.75,91.39814814814815,4,17.66,1
37.990118,-122.012188,0,0,0,0,6,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.9,414.1,69.01666666666667,3,15.225,0
39.125311,-121.392283,0,0,0,0,17,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,19.15,343.45,20.20294117647059,1,9.575,0
37.339533,-121.777179,0,0,1,1,71,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,19.8,1396.25,19.66549295774648,1,9.9,0
37.161544,-121.649371,1,0,1,0,42,1,0,Fiber optic,0,0,1,1,1,1,Two year,1,Credit card (automatic),99.0,4135.0,98.45238095238095,5,16.5,0
38.671295,-121.388251,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,20.35,1,10.175,0
35.536115,-120.739231,1,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.5,7674.55,109.63642857142857,7,13.6875,1
38.25485,-122.461799,0,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,661.55,73.50555555555555,2,25.2,0
38.274451,-121.259201,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,19.85,19.85,1,9.925,0
34.264124,-114.717964,1,0,0,0,10,0,0,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),40.7,449.3,44.93,3,10.175,0
38.735789,-119.85798,0,0,1,0,49,1,0,Fiber optic,0,1,0,0,1,1,Two year,1,Electronic check,94.8,4690.65,95.72755102040816,4,18.96,0
34.174493,-117.87068,1,0,1,0,46,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,43.95,2007.85,43.64891304347826,2,14.65,0
33.736387,-118.284363,1,0,1,0,46,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,103.15,4594.65,99.8836956521739,6,14.735714285714286,0
37.605926,-120.69955,1,1,1,0,4,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.6,347.65,86.9125,5,16.599999999999998,1
38.35363,-121.44195,0,0,1,0,71,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),106.0,7723.7,108.78450704225352,6,15.142857142857142,1
34.049315,-117.255974,0,0,1,1,14,1,0,DSL,1,1,0,0,0,1,Two year,1,Bank transfer (automatic),61.4,815.55,58.253571428571426,4,12.28,0
35.559617,-118.925185,0,0,1,1,67,1,0,DSL,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),54.2,3838.2,57.286567164179104,3,13.55,0
35.846067,-119.004073,0,0,1,1,10,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.2,563.5,56.35,3,15.05,0
33.03679,-115.60503,0,0,0,0,62,1,0,0,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.05,1201.65,19.381451612903227,1,10.025,0
38.833554,-121.498102,0,0,1,0,65,1,1,Fiber optic,1,1,1,0,0,0,One year,0,Electronic check,89.75,5769.6,88.76307692307692,5,14.958333333333334,1
37.327069,-121.916819,0,1,1,0,53,1,1,DSL,1,0,0,1,0,0,One year,1,Electronic check,60.05,3229.65,60.93679245283019,4,12.01,1
38.071327,-120.632221,0,0,0,0,4,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.4,93.4,23.35,1,9.7,0
34.046174,-118.446333,1,0,1,0,58,1,1,DSL,0,1,0,1,0,0,Two year,1,Credit card (automatic),59.9,3505.1,60.432758620689654,4,11.98,0
34.89326,-116.505958,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.05,79.05,79.05,2,26.349999999999998,1
34.093781,-118.381061,1,0,0,0,72,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Credit card (automatic),107.5,7853.7,109.07916666666667,6,15.357142857142858,0
32.765299,-117.122565,1,0,1,0,69,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106.4,7251.9,105.1,6,15.200000000000001,0
36.977025,-121.952864,1,0,1,0,2,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),79.7,165.0,82.5,3,19.925,1
36.667794,-121.601306,0,0,0,0,52,1,1,DSL,1,1,0,1,1,1,Two year,1,Mailed check,85.15,4461.85,85.8048076923077,7,10.64375,0
37.691561,-122.445202,1,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80.1,679.3,84.9125,2,26.7,1
34.297628,-119.014627,1,1,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,111.65,7943.45,110.32569444444444,7,13.95625,0
33.889632,-118.39737,1,0,1,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.25,313.45,44.778571428571425,1,22.125,0
33.907361,-117.109972,1,0,0,0,53,1,1,Fiber optic,1,1,1,0,1,0,One year,0,Mailed check,98.6,5311.85,100.22358490566039,6,14.085714285714285,0
33.828779,-117.848299,1,0,0,0,11,1,0,DSL,0,0,0,1,1,1,Month-to-month,0,Mailed check,70.5,829.3,75.39090909090909,4,14.1,0
37.996462,-122.293716,0,0,0,0,18,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,33.6,550.35,30.575000000000003,2,11.200000000000001,0
39.108252,-123.645121,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,20.0,20.0,1,10.0,1
38.544002,-121.685559,0,0,1,1,63,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,25.25,1573.05,24.96904761904762,2,8.416666666666666,0
33.707483,-117.200006,1,0,0,0,30,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,85.15,2555.9,85.19666666666667,3,21.2875,1
34.087558,-117.464096,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,20.05,1,10.025,0
37.556094,-122.272437,1,0,0,1,40,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.1,2460.35,61.50875,4,12.819999999999999,0
38.265899,-121.939461,0,0,1,1,59,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,19.5,1147.85,19.45508474576271,1,9.75,0
34.17051,-118.289463,1,1,1,0,22,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,63.55,1381.8,62.809090909090905,5,10.591666666666667,0
34.291273,-118.505104,0,0,1,0,72,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),55.45,4179.2,58.044444444444444,5,9.241666666666667,0
